,total_wells_within_5_mils,close_functional_wells,close_non_functional_wells,close_functional_needs_repair_wells,close_unknown_wells,close_known_wells
22909,92,56,19,0,17,75
22910,4,2,1,0,1,3
22911,160,12,113,0,35,125
22912,114,67,18,7,22,92
22913,339,143,120,5,71,268
22914,6,1,4,0,1,5
22915,46,18,20,0,8,38
22916,101,47,33,1,20,81
22917,55,11,40,0,4,51
22918,13,0,9,0,4,9
22919,46,12,25,1,8,38
22920,91,60,12,11,8,83
22921,203,105,34,26,38,165
22922,68,30,23,0,15,53
22923,44,20,14,1,9,35
22924,29,10,11,0,8,21
22925,447,135,185,34,93,354
22926,97,25,35,13,24,73
22927,40,25,7,1,7,33
22928,33,24,4,0,5,28
22929,50,23,16,5,6,44
22930,94,30,47,2,15,79
22931,43,7,16,7,13,30
22932,426,204,144,6,72,354
22933,41,6,24,0,11,30
22934,20,4,14,0,2,18
22935,97,42,25,10,20,77
22936,17,7,7,0,3,14
22937,218,99,65,13,41,177
22938,89,64,6,0,19,70
22939,13,5,3,1,4,9
22940,333,140,121,10,62,271
22941,100,46,15,24,15,85
22942,4,0,3,0,1,3
22943,46,18,20,0,8,38
22944,53,13,29,2,9,44
22945,183,65,51,27,40,143
22946,18,6,9,0,3,15
22947,84,46,16,2,20,64
22948,61,26,16,4,15,46
22949,76,36,16,0,24,52
22950,273,24,196,2,51,222
22951,25,4,18,0,3,22
22952,89,47,11,2,29,60
22953,18,9,5,1,3,15
22954,209,134,59,4,12,197
22955,14,3,5,1,5,9
22956,63,12,30,5,16,47
22957,32,21,9,0,2,30
22958,73,19,25,12,17,56
22959,67,33,12,5,17,50
22960,58,20,26,0,12,46
22961,140,37,47,21,35,105
22962,72,48,7,0,17,55
22963,143,51,46,17,29,114
22964,49,23,21,0,5,44
22965,259,129,62,16,52,207
22966,72,40,13,8,11,61
22967,244,167,57,3,17,227
22968,13,0,6,4,3,10
22969,28,12,8,0,8,20
22970,20,4,9,1,6,14
22971,131,67,30,4,30,101
22972,37,8,17,4,8,29
22973,54,20,20,1,13,41
22974,30,3,21,0,6,24
22975,31,23,1,3,4,27
22976,23,3,12,1,7,16
22977,123,60,25,15,23,100
22978,57,38,8,1,10,47
22979,34,14,12,2,6,28
22980,45,2,35,0,8,37
22981,109,45,28,12,24,85
22982,61,36,14,1,10,51
22983,257,62,132,7,56,201
22984,75,43,13,1,18,57
22985,74,24,33,4,13,61
22986,15,8,1,5,1,14
22987,160,114,11,0,35,125
22988,13,0,11,1,1,12
22989,32,21,9,0,2,30
22990,11,2,4,1,4,7
22991,29,12,10,0,7,22
22992,38,11,21,0,6,32
22993,64,41,7,1,15,49
22994,55,34,6,0,15,40
22995,37,14,9,3,11,26
22996,180,46,89,3,42,138
22997,92,47,13,2,30,62
22998,66,27,19,9,11,55
22999,7,5,2,0,0,7
23000,59,14,33,0,12,47
23001,46,18,20,0,8,38
23002,148,90,31,0,27,121
23003,59,36,14,0,9,50
23004,30,20,4,0,6,24
23005,101,94,0,7,0,101
23006,135,89,28,3,15,120
23007,51,32,5,0,14,37
23008,76,12,8,35,21,55
23009,58,43,2,0,13,45
23010,139,57,52,3,27,112
23011,112,78,16,8,10,102
23012,58,22,24,2,10,48
23013,39,14,15,0,10,29
23014,57,8,31,4,14,43
23015,41,1,36,0,4,37
23016,491,247,91,51,102,389
23017,48,32,10,1,5,43
23018,51,8,31,3,9,42
23019,248,188,18,2,40,208
23020,29,20,4,0,5,24
23021,24,3,18,0,3,21
23022,311,104,102,35,70,241
23023,61,16,30,1,14,47
23024,57,7,31,7,12,45
23025,107,71,17,0,19,88
23026,29,8,13,2,6,23
23027,32,21,9,0,2,30
23028,32,21,9,0,2,30
23029,157,80,45,1,31,126
23030,33,8,17,4,4,29
23031,58,2,47,1,8,50
23032,32,18,7,0,7,25
23033,36,16,11,0,9,27
23034,8,5,0,1,2,6
23035,190,60,91,0,39,151
23036,189,145,17,0,27,162
23037,55,32,15,2,6,49
23038,45,30,6,0,9,36
23039,61,40,13,1,7,54
23040,184,125,18,0,41,143
23041,65,17,8,27,13,52
23042,55,33,10,0,12,43
23043,58,35,12,0,11,47
23044,12,7,4,0,1,11
23045,64,14,37,0,13,51
23046,56,35,6,0,15,41
23047,74,24,27,12,11,63
23048,46,18,20,0,8,38
23049,68,45,5,3,15,53
23050,46,18,20,0,8,38
23051,32,21,9,0,2,30
23052,75,34,24,0,17,58
23053,31,24,3,0,4,27
23054,46,16,16,0,14,32
23055,32,21,9,0,2,30
23056,64,17,33,4,10,54
23057,201,135,20,0,46,155
23058,22,14,3,0,5,17
23059,207,137,22,0,48,159
23060,19,16,0,0,3,16
23061,278,155,34,32,57,221
23062,12,1,6,0,5,7
23063,108,68,4,10,26,82
23064,53,27,10,7,9,44
23065,38,15,11,0,12,26
23066,454,140,191,29,94,360
23067,523,229,127,48,119,404
23068,27,9,12,2,4,23
23069,117,66,30,0,21,96
23070,614,361,138,15,100,514
23071,347,150,122,6,69,278
23072,271,110,100,16,45,226
23073,38,14,12,5,7,31
23074,377,275,18,2,82,295
23075,27,5,13,1,8,19
23076,196,101,35,26,34,162
23077,36,18,12,0,6,30
23078,50,25,13,0,12,38
23079,47,15,20,3,9,38
23080,12,0,11,0,1,11
23081,122,37,44,15,26,96
23082,28,13,5,3,7,21
23083,106,83,3,0,20,86
23084,147,62,33,18,34,113
23085,15,7,3,0,5,10
23086,46,20,10,7,9,37
23087,186,104,35,1,46,140
23088,71,34,12,7,18,53
23089,46,28,9,0,9,37
23090,35,14,10,2,9,26
23091,14,3,8,1,2,12
23092,116,48,15,19,34,82
23093,8,4,2,0,2,6
23094,52,29,9,3,11,41
23095,0,0,0,0,0,0
23096,431,202,145,9,75,356
23097,32,22,2,0,8,24
23098,28,6,17,0,5,23
23099,118,42,30,17,29,89
23100,63,29,20,0,14,49
23101,13,0,11,1,1,12
23102,32,21,9,0,2,30
23103,108,59,10,19,20,88
23104,0,0,0,0,0,0
23105,281,85,132,18,46,235
23106,57,20,22,6,9,48
23107,29,6,15,2,6,23
23108,153,64,33,19,37,116
23109,29,17,6,1,5,24
23110,45,28,7,1,9,36
23111,40,13,16,3,8,32
23112,163,112,25,0,26,137
23113,75,50,7,0,18,57
23114,61,17,32,1,11,50
23115,46,18,20,0,8,38
23116,16,6,3,1,6,10
23117,111,105,0,6,0,111
23118,557,403,33,1,120,437
23119,11,7,4,0,0,11
23120,13,7,4,0,2,11
23121,81,30,37,4,10,71
23122,94,41,27,1,25,69
23123,56,18,13,13,12,44
23124,59,35,15,2,7,52
23125,93,68,1,0,24,69
23126,37,25,4,0,8,29
23127,127,97,5,0,25,102
23128,662,388,141,17,116,546
23129,54,33,10,0,11,43
23130,90,39,26,4,21,69
23131,59,14,29,2,14,45
23132,102,67,1,12,22,80
23133,79,49,18,0,12,67
23134,176,95,24,24,33,143
23135,51,14,24,2,11,40
23136,432,214,104,29,85,347
23137,34,19,7,0,8,26
23138,46,18,20,0,8,38
23139,41,11,27,0,3,38
23140,3,1,1,0,1,2
23141,103,38,18,13,34,69
23142,364,187,107,5,65,299
23143,80,67,0,1,12,68
23144,55,24,14,2,15,40
23145,24,6,16,0,2,22
23146,153,61,41,19,32,121
23147,54,24,8,11,11,43
23148,63,35,18,0,10,53
23149,228,153,34,0,41,187
23150,46,16,13,5,12,34
23151,75,40,18,0,17,58
23152,341,142,122,6,71,270
23153,168,76,50,8,34,134
23154,32,21,9,0,2,30
23155,67,38,8,9,12,55
23156,179,127,15,2,35,144
23157,35,16,11,3,5,30
23158,139,44,30,39,26,113
23159,142,78,35,0,29,113
23160,33,0,29,1,3,30
23161,18,1,10,5,2,16
23162,70,47,7,1,15,55
23163,18,14,1,0,3,15
23164,225,97,14,76,38,187
23165,30,20,4,0,6,24
23166,102,22,47,11,22,80
23167,28,3,15,2,8,20
23168,69,31,15,13,10,59
23169,40,12,19,1,8,32
23170,179,53,26,69,31,148
23171,136,73,29,7,27,109
23172,44,12,23,1,8,36
23173,252,181,14,5,52,200
23174,56,39,11,5,1,55
23175,124,43,31,21,29,95
23176,389,224,86,0,79,310
23177,58,23,24,0,11,47
23178,510,237,114,54,105,405
23179,22,13,5,0,4,18
23180,177,85,52,4,36,141
23181,36,4,23,4,5,31
23182,56,26,19,0,11,45
23183,25,11,6,3,5,20
23184,66,32,12,0,22,44
23185,8,0,6,0,2,6
23186,28,10,12,0,6,22
23187,95,53,24,4,14,81
23188,199,78,37,33,51,148
23189,54,32,10,0,12,42
23190,74,53,7,3,11,63
23191,52,22,21,0,9,43
23192,192,78,27,54,33,159
23193,122,42,45,8,27,95
23194,20,8,9,1,2,18
23195,7,3,1,2,1,6
23196,129,93,6,3,27,102
23197,301,152,81,16,52,249
23198,40,18,13,0,9,31
23199,107,37,47,6,17,90
23200,142,111,6,0,25,117
23201,10,4,4,0,2,8
23202,10,3,4,0,3,7
23203,32,21,9,0,2,30
23204,8,3,2,2,1,7
23205,84,29,24,12,19,65
23206,8,0,6,0,2,6
23207,3,2,1,0,0,3
23208,98,38,34,14,12,86
23209,52,0,41,2,9,43
23210,24,12,6,0,6,18
23211,22,13,8,0,1,21
23212,80,27,28,1,24,56
23213,32,21,9,0,2,30
23214,202,84,49,24,45,157
23215,20,9,6,3,2,18
23216,8,6,0,0,2,6
23217,140,47,45,21,27,113
23218,241,106,90,1,44,197
23219,198,53,39,66,40,158
23220,47,28,2,11,6,41
23221,46,18,20,0,8,38
23222,192,136,11,7,38,154
23223,216,51,31,96,38,178
23224,22,6,14,0,2,20
23225,187,142,18,0,27,160
23226,109,53,38,1,17,92
23227,10,7,1,0,2,8
23228,91,37,31,5,18,73
23229,77,24,33,8,12,65
23230,115,33,44,10,28,87
23231,129,74,33,10,12,117
23232,17,11,2,0,4,13
23233,42,11,22,1,8,34
23234,8,2,2,3,1,7
23235,182,51,50,45,36,146
23236,37,12,19,0,6,31
23237,16,6,3,2,5,11
23238,128,24,43,23,38,90
23239,43,20,15,0,8,35
23240,47,18,22,1,6,41
23241,45,27,10,0,8,37
23242,25,9,10,0,6,19
23243,92,62,8,0,22,70
23244,4,1,1,0,2,2
23245,90,51,24,4,11,79
23246,32,12,13,0,7,25
23247,171,120,14,1,36,135
23248,104,43,38,3,20,84
23249,22,14,6,1,1,21
23250,41,12,20,2,7,34
23251,442,317,38,1,86,356
23252,31,7,18,1,5,26
23253,278,75,149,1,53,225
23254,44,36,3,0,5,39
23255,87,77,2,0,8,79
23256,1,0,1,0,0,1
23257,123,39,67,0,17,106
23258,27,8,9,3,7,20
23259,105,68,9,6,22,83
23260,46,23,10,0,13,33
23261,88,24,39,8,17,71
23262,145,95,28,0,22,123
23263,33,14,12,0,7,26
23264,542,382,47,1,112,430
23265,21,6,14,0,1,20
23266,89,68,1,0,20,69
23267,68,41,13,0,14,54
23268,40,23,8,0,9,31
23269,122,72,27,0,23,99
23270,72,37,21,0,14,58
23271,12,5,4,0,3,9
23272,401,107,160,46,88,313
23273,312,162,75,19,56,256
23274,83,43,26,0,14,69
23275,40,18,13,2,7,33
23276,481,235,97,55,94,387
23277,46,18,20,0,8,38
23278,72,37,23,1,11,61
23279,38,22,5,3,8,30
23280,102,93,0,9,0,102
23281,216,62,21,98,35,181
23282,44,24,10,1,9,35
23283,25,13,8,2,2,23
23284,15,10,2,0,3,12
23285,30,7,14,1,8,22
23286,63,28,24,0,11,52
23287,84,26,43,1,14,70
23288,38,22,5,3,8,30
23289,76,9,48,5,14,62
23290,174,50,50,39,35,139
23291,44,25,15,0,4,40
23292,115,33,52,3,27,88
23293,243,100,15,83,45,198
23294,89,71,0,4,14,75
23295,54,10,28,11,5,49
23296,41,15,18,0,8,33
23297,136,37,46,18,35,101
23298,29,12,12,0,5,24
23299,66,49,12,0,5,61
23300,75,22,34,2,17,58
23301,23,2,15,0,6,17
23302,96,50,28,1,17,79
23303,51,23,13,9,6,45
23304,8,4,1,0,3,5
23305,144,36,77,1,30,114
23306,346,188,88,15,55,291
23307,6,4,0,1,1,5
23308,130,33,48,16,33,97
23309,52,28,12,0,12,40
23310,1,0,1,0,0,1
23311,36,19,8,0,9,27
23312,11,6,2,2,1,10
23313,9,4,2,0,3,6
23314,38,20,9,0,9,29
23315,15,4,6,0,5,10
23316,11,4,5,2,0,11
23317,62,41,12,0,9,53
23318,70,39,11,4,16,54
23319,12,0,10,0,2,10
23320,19,5,13,0,1,18
23321,32,21,9,0,2,30
23322,92,54,16,1,21,71
23323,247,103,15,82,47,200
23324,6,0,5,0,1,5
23325,24,16,2,0,6,18
23326,10,3,4,0,3,7
23327,109,46,38,2,23,86
23328,346,165,113,1,67,279
23329,124,61,28,14,21,103
23330,59,26,9,10,14,45
23331,237,169,22,4,42,195
23332,109,31,48,6,24,85
23333,35,14,11,0,10,25
23334,71,24,35,2,10,61
23335,70,39,10,1,20,50
23336,50,31,9,0,10,40
23337,70,36,16,1,17,53
23338,68,39,15,0,14,54
23339,128,82,18,3,25,103
23340,40,30,6,4,0,40
23341,109,34,53,1,21,88
23342,105,30,54,0,21,84
23343,193,88,47,20,38,155
23344,65,18,22,15,10,55
23345,18,16,0,0,2,16
23346,46,12,25,0,9,37
23347,33,5,23,1,4,29
23348,84,53,16,0,15,69
23349,93,39,33,8,13,80
23350,64,32,18,0,14,50
23351,22,9,8,0,5,17
23352,207,48,22,102,35,172
23353,20,3,13,1,3,17
23354,51,22,19,2,8,43
23355,17,9,1,0,7,10
23356,44,8,23,0,13,31
23357,13,0,11,1,1,12
23358,15,3,7,3,2,13
23359,675,386,161,22,106,569
23360,60,31,13,3,13,47
23361,18,5,10,0,3,15
23362,51,15,18,6,12,39
23363,37,9,13,6,9,28
23364,49,27,11,0,11,38
23365,22,9,6,3,4,18
23366,218,54,112,3,49,169
23367,69,35,13,8,13,56
23368,38,23,9,4,2,36
23369,88,52,13,11,12,76
23370,54,36,7,1,10,44
23371,31,10,6,10,5,26
23372,199,109,39,14,37,162
23373,30,14,10,3,3,27
23374,358,205,78,17,58,300
23375,213,146,24,0,43,170
23376,32,25,3,0,4,28
23377,225,122,35,23,45,180
23378,33,12,9,5,7,26
23379,16,3,6,3,4,12
23380,235,136,44,10,45,190
23381,17,9,0,3,5,12
23382,205,13,153,0,39,166
23383,357,157,125,6,69,288
23384,44,20,14,0,10,34
23385,16,3,6,1,6,10
23386,57,40,3,0,14,43
23387,34,18,11,0,5,29
23388,40,10,22,2,6,34
23389,56,3,40,1,12,44
23390,33,7,18,1,7,26
23391,196,85,67,4,40,156
23392,31,9,15,0,7,24
23393,28,12,2,11,3,25
23394,83,38,8,18,19,64
23395,67,27,14,14,12,55
23396,32,7,14,3,8,24
23397,186,48,64,31,43,143
23398,24,11,10,0,3,21
23399,31,20,3,0,8,23
23400,80,37,5,16,22,58
23401,58,14,28,1,15,43
23402,72,38,17,4,13,59
23403,71,34,12,7,18,53
23404,9,3,1,1,4,5
23405,345,145,126,6,68,277
23406,19,3,11,0,5,14
23407,183,119,30,5,29,154
23408,63,30,14,5,14,49
23409,42,10,10,9,13,29
23410,33,15,13,0,5,28
23411,109,59,24,4,22,87
23412,36,7,19,0,10,26
23413,93,32,42,1,18,75
23414,94,65,5,0,24,70
23415,92,32,37,7,16,76
23416,46,18,20,0,8,38
23417,51,17,26,0,8,43
23418,46,28,12,0,6,40
23419,44,20,18,0,6,38
23420,45,19,9,8,9,36
23421,98,36,41,1,20,78
23422,27,11,9,1,6,21
23423,38,22,5,3,8,30
23424,37,11,14,3,9,28
23425,9,7,0,0,2,7
23426,75,50,17,5,3,72
23427,83,39,19,2,23,60
23428,110,104,0,6,0,110
23429,20,3,13,0,4,16
23430,29,20,2,2,5,24
23431,162,68,53,2,39,123
23432,14,9,0,1,4,10
23433,80,17,47,1,15,65
23434,263,196,15,0,52,211
23435,16,12,3,1,0,16
23436,60,33,13,2,12,48
23437,18,8,4,0,6,12
23438,24,17,3,0,4,20
23439,60,23,27,1,9,51
23440,145,95,28,0,22,123
23441,70,25,30,1,14,56
23442,44,23,5,7,9,35
23443,178,116,46,4,12,166
23444,48,27,13,0,8,40
23445,53,30,14,1,8,45
23446,47,28,13,0,6,41
23447,15,3,7,3,2,13
23448,31,14,12,0,5,26
23449,47,29,6,5,7,40
23450,30,9,11,2,8,22
23451,175,107,6,20,42,133
23452,22,11,4,4,3,19
23453,37,15,4,9,9,28
23454,100,58,26,13,3,97
23455,14,5,3,3,3,11
23456,59,43,5,4,7,52
23457,24,12,6,0,6,18
23458,22,12,5,2,3,19
23459,87,21,48,3,15,72
23460,68,8,53,0,7,61
23461,32,21,9,0,2,30
23462,35,23,4,1,7,28
23463,333,92,158,7,76,257
23464,61,29,23,2,7,54
23465,17,3,11,1,2,15
23466,35,23,7,1,4,31
23467,671,392,138,20,121,550
23468,110,44,47,3,16,94
23469,74,45,20,1,8,66
23470,68,28,29,0,11,57
23471,12,1,6,0,5,7
23472,67,48,2,0,17,50
23473,91,34,36,4,17,74
23474,216,80,61,30,45,171
23475,53,16,24,0,13,40
23476,42,23,9,0,10,32
23477,103,29,57,0,17,86
23478,12,5,6,0,1,11
23479,110,64,23,6,17,93
23480,46,18,24,0,4,42
23481,33,21,7,0,5,28
23482,46,18,20,0,8,38
23483,74,31,9,18,16,58
23484,124,45,58,0,21,103
23485,51,16,23,2,10,41
23486,98,43,26,12,17,81
23487,101,28,56,0,17,84
23488,33,8,3,16,6,27
23489,13,5,5,2,1,12
23490,49,32,6,2,9,40
23491,40,18,11,0,11,29
23492,44,7,28,5,4,40
23493,292,47,183,4,58,234
23494,44,11,25,1,7,37
23495,51,9,18,19,5,46
23496,119,46,26,24,23,96
23497,2,0,2,0,0,2
23498,62,28,21,1,12,50
23499,28,13,6,1,8,20
23500,46,13,24,0,9,37
23501,61,20,17,15,9,52
23502,158,92,37,1,28,130
23503,7,3,3,1,0,7
23504,98,68,8,3,19,79
23505,33,23,4,0,6,27
23506,366,213,80,16,57,309
23507,19,8,5,0,6,13
23508,59,35,13,0,11,48
23509,21,8,4,2,7,14
23510,25,12,5,6,2,23
23511,459,230,120,14,95,364
23512,25,6,13,0,6,19
23513,62,36,10,2,14,48
23514,183,123,17,0,43,140
23515,62,30,8,8,16,46
23516,47,14,13,7,13,34
23517,98,79,3,0,16,82
23518,10,0,9,0,1,9
23519,50,18,20,1,11,39
23520,265,176,20,4,65,200
23521,79,51,17,0,11,68
23522,51,27,10,2,12,39
23523,146,36,68,4,38,108
23524,22,8,3,3,8,14
23525,48,18,16,1,13,35
23526,6,6,0,0,0,6
23527,52,32,11,1,8,44
23528,48,16,17,2,13,35
23529,277,93,126,15,43,234
23530,50,23,17,1,9,41
23531,19,9,3,0,7,12
23532,36,16,14,0,6,30
23533,104,43,12,16,33,71
23534,58,22,17,4,15,43
23535,56,42,9,5,0,56
23536,75,37,19,2,17,58
23537,34,22,3,0,9,25
23538,45,19,18,0,8,37
23539,96,30,33,12,21,75
23540,20,10,4,1,5,15
23541,296,217,19,2,58,238
23542,66,23,27,1,15,51
23543,48,34,5,2,7,41
23544,203,112,29,22,40,163
23545,212,109,35,33,35,177
23546,32,21,9,0,2,30
23547,64,33,14,0,17,47
23548,125,27,43,30,25,100
23549,7,5,1,0,1,6
23550,22,2,14,1,5,17
23551,71,36,19,0,16,55
23552,118,37,43,13,25,93
23553,35,7,20,1,7,28
23554,42,4,28,2,8,34
23555,64,25,26,1,12,52
23556,49,15,14,10,10,39
23557,56,37,12,0,7,49
23558,100,34,37,6,23,77
23559,68,22,29,2,15,53
23560,15,12,0,0,3,12
23561,97,65,8,4,20,77
23562,37,2,25,0,10,27
23563,47,19,22,0,6,41
23564,44,25,14,0,5,39
23565,195,132,45,3,15,180
23566,36,20,8,0,8,28
23567,20,3,0,9,8,12
23568,83,20,32,12,19,64
23569,13,1,9,0,3,10
23570,30,22,0,0,8,22
23571,97,33,41,10,13,84
23572,223,74,83,15,51,172
23573,188,47,28,79,34,154
23574,30,17,10,0,3,27
23575,104,24,58,3,19,85
23576,3,2,1,0,0,3
23577,7,5,0,0,2,5
23578,10,4,6,0,0,10
23579,27,17,3,0,7,20
23580,188,87,47,16,38,150
23581,25,9,8,1,7,18
23582,74,27,31,2,14,60
23583,17,4,7,1,5,12
23584,63,18,33,1,11,52
23585,139,64,46,5,24,115
23586,287,149,78,12,48,239
23587,160,93,37,1,29,131
23588,8,0,6,0,2,6
23589,156,68,31,23,34,122
23590,54,28,15,0,11,43
23591,36,23,7,0,6,30
23592,221,89,86,4,42,179
23593,61,17,32,1,11,50
23594,16,10,2,0,4,12
23595,123,58,29,9,27,96
23596,39,16,10,3,10,29
23597,33,9,15,1,8,25
23598,40,13,14,2,11,29
23599,86,42,4,27,13,73
23600,87,54,18,2,13,74
23601,25,7,11,1,6,19
23602,32,23,4,0,5,27
23603,70,34,24,1,11,59
23604,1,1,0,0,0,1
23605,60,38,11,1,10,50
23606,205,100,38,32,35,170
23607,72,60,2,0,10,62
23608,126,11,68,18,29,97
23609,46,18,20,0,8,38
23610,4,2,1,0,1,3
23611,212,111,34,26,41,171
23612,175,54,76,8,37,138
23613,388,170,133,12,73,315
23614,75,7,41,14,13,62
23615,30,17,4,0,9,21
23616,70,33,15,12,10,60
23617,31,14,5,5,7,24
23618,169,31,104,1,33,136
23619,35,20,7,0,8,27
23620,192,88,47,19,38,154
23621,49,9,29,1,10,39
23622,44,15,22,0,7,37
23623,32,19,3,0,10,22
23624,14,2,7,3,2,12
23625,11,10,0,0,1,10
23626,90,25,53,2,10,80
23627,62,28,22,0,12,50
23628,10,2,5,1,2,8
23629,49,24,15,0,10,39
23630,65,21,35,0,9,56
23631,32,21,9,0,2,30
23632,84,44,25,4,11,73
23633,136,41,65,1,29,107
23634,67,38,8,9,12,55
23635,237,58,33,107,39,198
23636,231,123,35,28,45,186
23637,73,33,21,0,19,54
23638,14,9,4,0,1,13
23639,124,54,19,18,33,91
23640,43,31,5,0,7,36
23641,33,12,9,7,5,28
23642,551,399,33,1,118,433
23643,67,25,16,7,19,48
23644,32,21,9,0,2,30
23645,144,27,51,25,41,103
23646,22,1,16,0,5,17
23647,36,5,13,10,8,28
23648,8,5,2,0,1,7
23649,25,3,14,2,6,19
23650,30,8,7,5,10,20
23651,61,28,19,0,14,47
23652,246,166,59,3,18,228
23653,49,15,28,1,5,44
23654,29,10,7,5,7,22
23655,356,157,122,11,66,290
23656,12,2,9,0,1,11
23657,87,42,18,7,20,67
23658,151,24,98,1,28,123
23659,52,21,15,3,13,39
23660,109,40,25,23,21,88
23661,38,15,16,0,7,31
23662,166,53,76,0,37,129
23663,23,6,13,0,4,19
23664,196,148,7,0,41,155
23665,13,6,5,0,2,11
23666,65,14,41,0,10,55
23667,126,46,47,13,20,106
23668,9,3,3,1,2,7
23669,71,36,9,15,11,60
23670,507,370,31,1,105,402
23671,65,21,27,3,14,51
23672,132,41,48,17,26,106
23673,26,6,15,0,5,21
23674,41,18,10,5,8,33
23675,38,13,20,1,4,34
23676,39,19,11,0,9,30
23677,70,24,14,20,12,58
23678,171,81,53,1,36,135
23679,98,41,40,0,17,81
23680,28,19,4,0,5,23
23681,159,108,26,0,25,134
23682,65,42,11,2,10,55
23683,46,18,20,0,8,38
23684,63,30,20,0,13,50
23685,357,109,163,6,79,278
23686,51,6,32,0,13,38
23687,134,92,17,2,23,111
23688,83,66,4,2,11,72
23689,124,28,41,30,25,99
23690,33,9,8,7,9,24
23691,21,2,14,0,5,16
23692,256,15,192,1,48,208
23693,36,12,14,0,10,26
23694,85,31,35,6,13,72
23695,13,3,7,0,3,10
23696,32,21,9,0,2,30
23697,16,3,6,3,4,12
23698,214,93,62,20,39,175
23699,38,10,22,0,6,32
23700,182,84,51,8,39,143
23701,4,1,2,0,1,3
23702,557,390,47,1,119,438
23703,258,194,15,0,49,209
23704,430,134,188,12,96,334
23705,27,18,4,2,3,24
23706,70,20,32,1,17,53
23707,19,2,10,0,7,12
23708,5,1,3,0,1,4
23709,67,14,35,1,17,50
23710,75,8,43,5,19,56
23711,144,58,56,8,22,122
23712,467,249,119,20,79,388
23713,37,9,24,1,3,34
23714,115,70,22,0,23,92
23715,106,50,35,1,20,86
23716,63,39,13,1,10,53
23717,32,21,9,0,2,30
23718,54,28,13,5,8,46
23719,58,17,25,4,12,46
23720,31,12,15,0,4,27
23721,41,3,28,0,10,31
23722,46,25,9,0,12,34
23723,164,96,38,1,29,135
23724,16,6,2,3,5,11
23725,119,53,17,18,31,88
23726,322,167,85,15,55,267
23727,34,5,24,1,4,30
23728,50,35,4,3,8,42
23729,37,16,13,0,8,29
23730,20,8,8,0,4,16
23731,60,29,21,0,10,50
23732,14,3,2,6,3,11
23733,76,39,17,0,20,56
23734,190,108,26,21,35,155
23735,34,14,11,1,8,26
23736,46,22,9,6,9,37
23737,36,9,18,0,9,27
23738,88,46,17,8,17,71
23739,16,9,4,1,2,14
23740,5,4,0,0,1,4
23741,37,32,3,0,2,35
23742,130,83,16,4,27,103
23743,37,8,14,3,12,25
23744,45,29,8,0,8,37
23745,127,37,57,7,26,101
23746,142,55,46,9,32,110
23747,49,38,1,0,10,39
23748,19,3,15,0,1,18
23749,67,18,22,18,9,58
23750,16,6,8,0,2,14
23751,183,148,11,1,23,160
23752,9,3,3,0,3,6
23753,36,17,10,3,6,30
23754,1,0,0,1,0,1
23755,32,21,9,0,2,30
23756,50,33,9,0,8,42
23757,73,49,7,1,16,57
23758,46,35,4,0,7,39
23759,106,26,52,2,26,80
23760,211,109,49,0,53,158
23761,17,8,6,0,3,14
23762,42,15,15,2,10,32
23763,29,9,14,0,6,23
23764,287,196,68,3,20,267
23765,32,21,9,0,2,30
23766,96,42,34,3,17,79
23767,201,82,36,34,49,152
23768,27,15,9,0,3,24
23769,37,15,14,0,8,29
23770,26,16,4,1,5,21
23771,29,11,8,0,10,19
23772,21,17,2,2,0,21
23773,26,5,18,0,3,23
23774,14,6,3,2,3,11
23775,49,22,15,2,10,39
23776,61,37,10,5,9,52
23777,136,99,5,0,32,104
23778,51,35,2,1,13,38
23779,22,1,17,0,4,18
23780,98,53,19,5,21,77
23781,50,20,19,1,10,40
23782,162,68,34,21,39,123
23783,55,33,14,0,8,47
23784,225,169,9,0,47,178
23785,236,125,70,0,41,195
23786,45,18,13,0,14,31
23787,76,39,23,0,14,62
23788,42,23,5,3,11,31
23789,84,56,13,0,15,69
23790,155,93,49,1,12,143
23791,21,7,4,5,5,16
23792,18,3,9,1,5,13
23793,38,3,27,1,7,31
23794,30,10,11,0,9,21
23795,253,127,74,11,41,212
23796,12,7,2,0,3,9
23797,57,19,31,0,7,50
23798,105,74,12,11,8,97
23799,350,175,99,2,74,276
23800,32,16,7,4,5,27
23801,60,21,24,1,14,46
23802,114,49,24,16,25,89
23803,71,38,18,0,15,56
23804,9,2,4,0,3,6
23805,152,119,6,0,27,125
23806,68,31,18,0,19,49
23807,32,14,4,6,8,24
23808,21,2,11,1,7,14
23809,29,11,11,1,6,23
23810,57,15,16,15,11,46
23811,48,33,3,3,9,39
23812,79,24,41,0,14,65
23813,56,21,17,4,14,42
23814,19,1,13,1,4,15
23815,151,63,55,7,26,125
23816,45,20,14,2,9,36
23817,110,37,51,1,21,89
23818,91,32,23,11,25,66
23819,19,8,5,0,6,13
23820,106,81,5,0,20,86
23821,39,10,20,0,9,30
23822,81,36,22,10,13,68
23823,210,112,33,21,44,166
23824,88,46,12,2,28,60
23825,20,13,6,1,0,20
23826,56,32,13,0,11,45
23827,106,44,38,2,22,84
23828,87,32,38,2,15,72
23829,164,124,2,1,37,127
23830,46,14,16,8,8,38
23831,152,89,36,0,27,125
23832,33,3,6,16,8,25
23833,135,54,40,15,26,109
23834,32,21,9,0,2,30
23835,22,17,0,0,5,17
23836,26,6,10,6,4,22
23837,64,26,20,2,16,48
