,total_wells_within_5_mils,close_functional_wells,close_non_functional_wells,close_functional_needs_repair_wells,close_unknown_wells,close_known_wells
52229,185,71,60,7,47,138
52230,86,25,30,11,20,66
52231,111,38,43,11,19,92
52232,197,80,50,22,45,152
52233,17,6,8,0,3,14
52234,12,8,4,0,0,12
52235,156,56,38,29,33,123
52236,19,9,6,3,1,18
52237,44,13,13,7,11,33
52238,161,92,29,1,39,122
52239,140,76,41,12,11,129
52240,25,16,5,0,4,21
52241,70,48,9,0,13,57
52242,82,50,17,2,13,69
52243,23,11,6,0,6,17
52244,93,46,15,2,30,63
52245,73,38,12,7,16,57
52246,136,53,46,14,23,113
52247,46,18,20,0,8,38
52248,63,22,34,0,7,56
52249,81,30,18,12,21,60
52250,11,3,3,0,5,6
52251,123,83,18,0,22,101
52252,22,14,2,3,3,19
52253,45,16,15,1,13,32
52254,72,39,10,10,13,59
52255,27,1,17,0,9,18
52256,32,21,9,0,2,30
52257,110,48,30,5,27,83
52258,35,2,25,0,8,27
52259,55,30,16,0,9,46
52260,202,89,55,20,38,164
52261,13,6,7,0,0,13
52262,420,190,109,34,87,333
52263,145,36,77,1,31,114
52264,97,40,41,0,16,81
52265,463,245,103,13,102,361
52266,36,10,21,0,5,31
52267,20,5,9,1,5,15
52268,76,39,28,1,8,68
52269,90,33,36,4,17,73
52270,452,258,103,0,91,361
52271,77,42,18,3,14,63
52272,513,259,95,53,106,407
52273,35,17,10,2,6,29
52274,8,2,3,0,3,5
52275,60,42,4,1,13,47
52276,44,15,20,1,8,36
52277,27,14,10,2,1,26
52278,158,100,28,0,30,128
52279,125,65,25,12,23,102
52280,27,8,13,0,6,21
52281,79,39,23,1,16,63
52282,445,143,181,21,100,345
52283,288,195,69,3,21,267
52284,347,149,124,6,68,279
52285,101,65,15,3,18,83
52286,63,36,18,0,9,54
52287,40,21,13,0,6,34
52288,125,43,57,1,24,101
52289,46,8,30,0,8,38
52290,56,0,39,0,17,39
52291,61,14,23,2,22,39
52292,91,19,31,22,19,72
52293,121,96,5,0,20,101
52294,20,7,7,2,4,16
52295,43,4,30,2,7,36
52296,198,77,37,33,51,147
52297,67,2,53,0,12,55
52298,16,4,9,2,1,15
52299,78,44,18,2,14,64
52300,35,17,13,0,5,30
52301,77,47,7,3,20,57
52302,50,14,25,0,11,39
52303,105,10,62,10,23,82
52304,65,15,35,0,15,50
52305,125,59,32,0,34,91
52306,100,54,21,1,24,76
52307,58,20,21,5,12,46
52308,28,1,23,0,4,24
52309,479,225,157,13,84,395
52310,34,12,17,2,3,31
52311,72,29,14,15,14,58
52312,28,7,15,0,6,22
52313,62,22,5,24,11,51
52314,16,5,9,1,1,15
52315,231,156,33,0,42,189
52316,77,39,18,8,12,65
52317,97,55,19,7,16,81
52318,24,9,7,3,5,19
52319,155,62,51,16,26,129
52320,129,43,49,8,29,100
52321,29,7,15,3,4,25
52322,35,16,9,0,10,25
52323,37,21,6,2,8,29
52324,35,19,13,0,3,32
52325,51,36,11,4,0,51
52326,14,10,4,0,0,14
52327,56,29,12,5,10,46
52328,675,378,162,24,111,564
52329,76,40,16,8,12,64
52330,35,10,19,0,6,29
52331,118,42,35,21,20,98
52332,10,5,5,0,0,10
52333,8,3,3,0,2,6
52334,37,20,9,1,7,30
52335,95,56,15,1,23,72
52336,19,9,9,0,1,18
52337,124,47,30,19,28,96
52338,436,211,117,20,88,348
52339,194,61,80,14,39,155
52340,15,3,6,0,6,9
52341,13,3,7,0,3,10
52342,187,104,25,23,35,152
52343,382,175,126,6,75,307
52344,19,8,9,0,2,17
52345,105,52,34,0,19,86
52346,32,21,9,0,2,30
52347,179,124,37,2,16,163
52348,27,9,12,2,4,23
52349,16,3,10,0,3,13
52350,83,39,30,4,10,73
52351,49,26,5,8,10,39
52352,25,15,3,4,3,22
52353,28,0,20,0,8,20
52354,284,142,81,5,56,228
52355,45,19,5,16,5,40
52356,49,25,6,4,14,35
52357,13,6,5,0,2,11
52358,0,0,0,0,0,0
52359,15,2,8,3,2,13
52360,51,1,39,0,11,40
52361,119,55,22,11,31,88
52362,16,6,6,0,4,12
52363,19,4,6,4,5,14
52364,86,56,14,0,16,70
52365,72,39,10,10,13,59
52366,391,182,77,48,84,307
52367,36,15,14,1,6,30
52368,94,54,23,1,16,78
52369,79,40,19,2,18,61
52370,182,104,21,23,34,148
52371,30,6,19,0,5,25
52372,0,0,0,0,0,0
52373,65,19,23,10,13,52
52374,38,18,11,3,6,32
52375,38,22,5,3,8,30
52376,34,11,14,0,9,25
52377,32,21,9,0,2,30
52378,56,41,5,0,10,46
52379,53,8,33,0,12,41
52380,14,6,3,0,5,9
52381,11,2,8,0,1,10
52382,9,3,2,0,4,5
52383,38,7,11,15,5,33
52384,32,21,9,0,2,30
52385,69,36,24,0,9,60
52386,362,188,105,4,65,297
52387,67,31,20,0,16,51
52388,249,95,55,39,60,189
52389,58,16,34,1,7,51
52390,127,57,36,8,26,101
52391,257,175,60,3,19,238
52392,41,13,19,3,6,35
52393,117,43,4,51,19,98
52394,403,102,164,46,91,312
52395,52,41,1,0,10,42
52396,350,188,92,15,55,295
52397,132,40,35,23,34,98
52398,89,46,17,8,18,71
52399,135,55,52,2,26,109
52400,34,21,1,7,5,29
52401,76,47,15,0,14,62
52402,76,41,19,0,16,60
52403,192,140,17,0,35,157
52404,90,39,18,8,25,65
52405,158,67,34,26,31,127
52406,193,128,28,5,32,161
52407,32,21,9,0,2,30
52408,91,23,42,2,24,67
52409,62,21,29,2,10,52
52410,48,24,7,8,9,39
52411,38,7,21,3,7,31
52412,42,30,4,0,8,34
52413,74,22,34,0,18,56
52414,200,117,67,2,14,186
52415,40,16,15,0,9,31
52416,1060,389,424,46,201,859
52417,31,13,13,0,5,26
52418,85,46,23,0,16,69
52419,46,18,20,0,8,38
52420,40,9,26,1,4,36
52421,110,37,43,11,19,91
52422,544,298,116,13,117,427
52423,131,67,13,23,28,103
52424,25,16,5,0,4,21
52425,50,2,39,0,9,41
52426,61,24,21,3,13,48
52427,350,180,106,5,59,291
52428,161,84,37,6,34,127
52429,32,21,9,0,2,30
52430,661,387,141,17,116,545
52431,113,64,16,9,24,89
52432,32,21,9,0,2,30
52433,73,38,3,16,16,57
52434,47,30,5,0,12,35
52435,62,13,36,3,10,52
52436,15,2,11,0,2,13
52437,398,223,59,37,79,319
52438,42,16,9,6,11,31
52439,64,41,5,0,18,46
52440,145,36,77,1,31,114
52441,110,53,38,1,18,92
52442,58,23,21,5,9,49
52443,72,30,22,3,17,55
52444,46,29,8,0,9,37
52445,1024,384,400,46,194,830
52446,182,121,18,0,43,139
52447,171,82,38,14,37,134
52448,408,230,96,0,82,326
52449,97,44,28,5,20,77
52450,108,104,0,4,0,108
52451,106,42,14,16,34,72
52452,153,51,46,21,35,118
52453,59,30,14,3,12,47
52454,18,6,9,0,3,15
52455,41,32,0,0,9,32
52456,51,34,8,0,9,42
52457,25,11,8,1,5,20
52458,46,18,20,0,8,38
52459,200,142,12,7,39,161
52460,101,56,20,7,18,83
52461,38,17,13,0,8,30
52462,20,9,6,1,4,16
52463,66,31,12,10,13,53
52464,494,349,42,1,102,392
52465,218,166,8,0,44,174
52466,176,71,37,27,41,135
52467,189,52,31,71,35,154
52468,75,40,19,0,16,59
52469,106,48,33,0,25,81
52470,504,297,112,13,82,422
52471,196,83,81,5,27,169
52472,106,93,2,0,11,95
52473,197,86,64,17,30,167
52474,227,159,51,3,14,213
52475,59,33,13,0,13,46
52476,135,100,15,0,20,115
52477,81,37,5,16,23,58
52478,168,121,5,2,40,128
52479,21,3,13,0,5,16
52480,3,2,0,0,1,2
52481,46,18,20,0,8,38
52482,30,13,10,2,5,25
52483,426,201,105,33,87,339
52484,163,109,27,0,27,136
52485,53,35,2,2,14,39
52486,482,241,90,50,101,381
52487,115,88,4,1,22,93
52488,107,83,8,0,16,91
52489,76,47,10,1,18,58
52490,227,77,87,12,51,176
52491,49,30,9,0,10,39
52492,43,2,25,12,4,39
52493,82,60,8,1,13,69
52494,34,4,20,4,6,28
52495,69,44,12,1,12,57
52496,51,22,18,3,8,43
52497,65,20,25,8,12,53
52498,89,27,35,8,19,70
52499,8,4,1,1,2,6
52500,108,46,22,20,20,88
52501,222,14,166,0,42,180
52502,5,2,2,0,1,4
52503,25,18,3,1,3,22
52504,33,22,2,0,9,24
52505,26,17,3,0,6,20
52506,53,19,14,5,15,38
52507,35,13,17,0,5,30
52508,188,53,31,69,35,153
52509,64,36,9,6,13,51
52510,14,2,11,0,1,13
52511,24,16,3,0,5,19
52512,78,41,28,1,8,70
52513,55,33,10,0,12,43
52514,147,64,53,1,29,118
52515,172,127,5,2,38,134
52516,77,52,10,3,12,65
52517,24,6,11,1,6,18
52518,22,7,11,0,4,18
52519,178,59,52,25,42,136
52520,269,120,98,5,46,223
52521,45,29,1,3,12,33
52522,156,55,37,30,34,122
52523,70,15,37,7,11,59
52524,9,2,3,0,4,5
52525,36,15,15,0,6,30
52526,124,73,20,3,28,96
52527,164,114,13,0,37,127
52528,42,13,19,3,7,35
52529,75,54,6,3,12,63
52530,8,0,6,0,2,6
52531,32,21,9,0,2,30
52532,134,91,11,5,27,107
52533,41,15,12,3,11,30
52534,52,20,17,3,12,40
52535,220,149,30,0,41,179
52536,45,2,35,0,8,37
52537,49,18,19,1,11,38
52538,15,5,8,0,2,13
52539,149,62,32,21,34,115
52540,32,21,9,0,2,30
52541,100,44,34,1,21,79
52542,27,12,11,0,4,23
52543,12,0,8,0,4,8
52544,42,18,17,0,7,35
52545,357,159,123,6,69,288
52546,76,39,13,9,15,61
52547,41,23,3,4,11,30
52548,11,2,6,2,1,10
52549,70,31,12,13,14,56
52550,162,110,26,0,26,136
52551,40,21,1,3,15,25
52552,113,46,39,3,25,88
52553,93,43,35,0,15,78
52554,93,28,42,6,17,76
52555,93,18,53,0,22,71
52556,34,9,18,3,4,30
52557,32,21,9,0,2,30
52558,360,260,19,2,79,281
52559,120,82,16,1,21,99
52560,32,21,9,0,2,30
52561,76,38,23,0,15,61
52562,28,6,16,0,6,22
52563,246,59,37,107,43,203
52564,9,3,3,0,3,6
52565,32,23,3,0,6,26
52566,112,35,32,21,24,88
52567,137,92,21,1,23,114
52568,142,85,30,0,27,115
52569,49,8,29,0,12,37
52570,143,66,28,24,25,118
52571,137,52,48,8,29,108
52572,62,30,17,0,15,47
52573,126,43,47,11,25,101
52574,39,11,11,13,4,35
52575,55,23,17,3,12,43
52576,42,7,29,0,6,36
52577,35,24,7,0,4,31
52578,29,6,14,1,8,21
52579,61,11,36,4,10,51
52580,34,25,6,3,0,34
52581,86,45,15,8,18,68
52582,169,111,25,5,28,141
52583,225,75,85,15,50,175
52584,68,40,9,8,11,57
52585,154,88,38,1,27,127
52586,48,34,2,3,9,39
52587,14,4,7,0,3,11
52588,37,1,22,0,14,23
52589,64,26,16,8,14,50
52590,177,24,92,23,38,139
52591,46,18,20,0,8,38
52592,206,84,12,72,38,168
52593,44,22,11,2,9,35
52594,1306,529,182,338,257,1049
52595,78,52,15,1,10,68
52596,120,82,19,9,10,110
52597,32,16,2,6,8,24
52598,4,3,1,0,0,4
52599,48,21,17,2,8,40
52600,35,12,10,6,7,28
52601,20,7,8,0,5,15
52602,14,6,2,0,6,8
52603,266,140,78,0,48,218
52604,220,56,31,94,39,181
52605,121,100,3,3,15,106
52606,124,96,6,0,22,102
52607,22,1,12,1,8,14
52608,106,65,25,7,9,97
52609,49,21,19,0,9,40
52610,153,81,32,7,33,120
52611,37,18,7,5,7,30
52612,94,74,1,0,19,75
52613,84,36,20,5,23,61
52614,2,0,2,0,0,2
52615,94,52,24,4,14,80
52616,51,22,13,3,13,38
52617,51,30,14,0,7,44
52618,80,26,39,2,13,67
52619,70,35,20,0,15,55
52620,38,29,1,0,8,30
52621,124,51,47,1,25,99
52622,11,1,8,0,2,9
52623,24,6,13,1,4,20
52624,41,24,5,6,6,35
52625,11,3,6,0,2,9
52626,41,15,19,0,7,34
52627,30,12,11,3,4,26
52628,55,21,18,3,13,42
52629,128,57,32,11,28,100
52630,52,21,13,1,17,35
52631,258,151,46,9,52,206
52632,69,38,16,1,14,55
52633,130,43,50,11,26,104
52634,19,5,12,0,2,17
52635,0,0,0,0,0,0
52636,372,258,41,1,72,300
52637,168,31,104,1,32,136
52638,13,6,6,0,1,12
52639,40,13,19,2,6,34
52640,46,18,20,0,8,38
52641,52,26,10,7,9,43
52642,56,2,45,0,9,47
52643,74,30,14,8,22,52
52644,27,5,17,0,5,22
52645,4,1,3,0,0,4
52646,73,45,14,0,14,59
52647,9,5,2,0,2,7
52648,42,29,8,5,0,42
52649,32,21,9,0,2,30
52650,51,27,10,2,12,39
52651,93,24,38,14,17,76
52652,17,4,6,2,5,12
52653,65,42,7,1,15,50
52654,70,36,16,0,18,52
52655,26,19,4,0,3,23
52656,25,10,11,0,4,21
52657,17,3,11,0,3,14
52658,27,14,8,0,5,22
52659,16,8,4,0,4,12
52660,156,76,48,1,31,125
52661,14,11,1,0,2,12
52662,116,41,42,7,26,90
52663,41,20,5,7,9,32
52664,81,67,1,0,13,68
52665,276,85,132,14,45,231
52666,32,14,9,0,9,23
52667,45,15,20,1,9,36
52668,98,84,3,0,11,87
52669,46,18,20,0,8,38
52670,220,150,29,0,41,179
52671,207,112,34,22,39,168
52672,244,180,13,0,51,193
52673,32,21,9,0,2,30
52674,45,23,11,1,10,35
52675,85,37,20,13,15,70
52676,132,103,9,0,20,112
52677,121,50,30,18,23,98
52678,110,50,21,18,21,89
52679,61,14,31,1,15,46
52680,37,2,28,0,7,30
52681,36,16,13,1,6,30
52682,50,25,16,4,5,45
52683,60,39,5,2,14,46
52684,73,26,28,3,16,57
52685,59,36,9,1,13,46
52686,32,21,9,0,2,30
52687,14,1,10,1,2,12
52688,280,159,31,33,57,223
52689,59,20,31,0,8,51
52690,117,47,5,45,20,97
52691,21,5,11,1,4,17
52692,38,10,17,2,9,29
52693,66,32,18,1,15,51
52694,23,9,8,0,6,17
52695,73,37,17,0,19,54
52696,76,20,25,10,21,55
52697,113,40,38,0,35,78
52698,366,218,75,14,59,307
52699,85,38,31,0,16,69
52700,23,7,12,1,3,20
52701,52,25,15,1,11,41
52702,99,36,38,10,15,84
52703,154,118,9,1,26,128
52704,76,50,8,0,18,58
52705,95,26,49,0,20,75
52706,58,35,3,10,10,48
52707,62,34,18,0,10,52
52708,38,12,18,1,7,31
52709,158,92,36,1,29,129
52710,42,28,1,2,11,31
52711,7,7,0,0,0,7
52712,141,107,3,2,29,112
52713,77,30,34,3,10,67
52714,592,408,55,1,128,464
52715,17,8,2,1,6,11
52716,157,67,34,24,32,125
52717,6,3,0,0,3,3
52718,41,1,35,0,5,36
52719,632,352,158,21,101,531
52720,44,31,5,1,7,37
52721,8,1,6,0,1,7
52722,39,27,6,0,6,33
52723,29,13,11,0,5,24
52724,44,7,28,5,4,40
52725,67,27,5,21,14,53
52726,10,7,1,0,2,8
52727,63,25,22,0,16,47
52728,51,33,9,1,8,43
52729,84,49,14,3,18,66
52730,291,69,152,4,66,225
52731,142,56,29,27,30,112
52732,38,19,9,1,9,29
52733,25,10,5,6,4,21
52734,140,57,32,18,33,107
52735,170,83,51,3,33,137
52736,52,33,8,0,11,41
52737,27,19,4,1,3,24
52738,28,15,9,0,4,24
52739,237,179,11,0,47,190
52740,145,14,98,2,31,114
52741,126,59,14,26,27,99
52742,26,13,6,0,7,19
52743,6,3,3,0,0,6
52744,42,7,25,2,8,34
52745,59,40,4,6,9,50
52746,32,21,9,0,2,30
52747,66,44,14,0,8,58
52748,103,76,12,7,8,95
52749,56,43,6,0,7,49
52750,54,15,28,2,9,45
52751,78,35,29,2,12,66
52752,28,17,4,0,7,21
52753,32,21,9,0,2,30
52754,111,51,25,14,21,90
52755,64,49,11,0,4,60
52756,63,41,13,0,9,54
52757,19,8,5,2,4,15
52758,50,12,15,11,12,38
52759,95,50,25,4,16,79
52760,38,5,24,0,9,29
52761,166,114,18,0,34,132
52762,133,54,52,2,25,108
52763,110,72,28,1,9,101
52764,67,33,15,2,17,50
52765,689,397,160,20,112,577
52766,605,342,146,20,97,508
52767,50,12,26,1,11,39
52768,45,15,15,8,7,38
52769,124,54,19,18,33,91
52770,292,135,77,21,59,233
52771,132,40,35,22,35,97
52772,11,3,5,0,3,8
52773,138,74,26,6,32,106
52774,69,35,13,5,16,53
52775,140,54,29,27,30,110
52776,67,32,27,0,8,59
52777,43,5,29,0,9,34
52778,124,42,44,8,30,94
52779,19,8,8,0,3,16
52780,6,2,3,0,1,5
52781,135,99,5,2,29,106
52782,99,20,63,0,16,83
52783,46,18,20,0,8,38
52784,233,93,14,82,44,189
52785,81,23,32,0,26,55
52786,18,5,1,5,7,11
52787,67,44,5,3,15,52
52788,43,16,13,3,11,32
52789,15,9,5,0,1,14
52790,58,35,13,3,7,51
52791,49,23,16,0,10,39
52792,206,141,24,0,41,165
52793,44,6,29,3,6,38
52794,35,15,10,0,10,25
52795,107,58,35,5,9,98
52796,5,4,1,0,0,5
52797,13,5,4,0,4,9
52798,181,129,14,2,36,145
52799,85,39,32,0,14,71
52800,75,57,9,8,1,74
52801,113,67,17,4,25,88
52802,14,1,10,2,1,13
52803,28,15,5,1,7,21
52804,73,46,16,0,11,62
52805,78,47,10,7,14,64
52806,111,39,26,25,21,90
52807,33,22,3,1,7,26
52808,8,0,8,0,0,8
52809,123,29,56,17,21,102
52810,423,195,117,21,90,333
52811,137,54,29,24,30,107
52812,665,391,140,17,117,548
52813,56,35,13,0,8,48
52814,73,36,21,0,16,57
52815,31,20,4,1,6,25
52816,467,214,156,11,86,381
52817,72,31,21,1,19,53
52818,160,111,23,0,26,134
52819,195,88,49,20,38,157
52820,225,99,57,24,45,180
52821,29,11,14,0,4,25
52822,31,18,11,0,2,29
52823,10,6,1,0,3,7
52824,14,2,3,1,8,6
52825,112,46,37,8,21,91
52826,13,1,10,0,2,11
52827,37,10,16,0,11,26
52828,82,48,17,2,15,67
52829,98,42,34,4,18,80
52830,31,17,12,0,2,29
52831,242,115,71,4,52,190
52832,63,41,13,0,9,54
52833,46,26,9,4,7,39
52834,8,0,5,0,3,5
52835,40,6,24,2,8,32
52836,72,22,27,1,22,50
52837,309,139,110,2,58,251
52838,17,10,4,0,3,14
52839,172,83,53,3,33,139
52840,81,50,15,4,12,69
52841,149,62,32,24,31,118
52842,219,76,86,13,44,175
52843,143,10,82,19,32,111
52844,78,15,56,2,5,73
52845,360,159,126,6,69,291
52846,55,33,14,0,8,47
52847,28,10,3,5,10,18
52848,29,23,4,0,2,27
52849,191,77,50,23,41,150
52850,69,57,3,0,9,60
52851,113,92,3,0,18,95
52852,52,41,3,1,7,45
52853,126,50,41,20,15,111
52854,45,14,19,2,10,35
52855,429,131,191,12,95,334
52856,91,47,12,9,23,68
52857,96,23,31,25,17,79
52858,21,10,6,0,5,16
52859,215,48,115,2,50,165
52860,4,3,1,0,0,4
52861,17,6,7,1,3,14
52862,57,30,13,3,11,46
52863,360,197,90,15,58,302
52864,111,42,39,3,27,84
52865,92,38,33,1,20,72
52866,8,5,1,1,1,7
52867,123,75,27,1,20,103
52868,28,15,8,0,5,23
52869,37,7,23,0,7,30
52870,478,228,96,49,105,373
52871,228,153,34,0,41,187
52872,46,31,4,0,11,35
52873,65,43,6,1,15,50
52874,32,21,9,0,2,30
52875,145,91,29,3,22,123
52876,191,133,40,2,16,175
52877,42,26,5,5,6,36
52878,321,239,19,2,61,260
52879,228,126,64,0,38,190
52880,87,38,17,8,24,63
52881,7,5,0,0,2,5
52882,17,10,4,0,3,14
52883,43,5,29,0,9,34
52884,104,74,12,10,8,96
52885,43,11,18,1,13,30
52886,147,57,37,22,31,116
52887,98,43,27,1,27,71
52888,71,23,27,4,17,54
52889,7,2,3,0,2,5
52890,167,105,5,19,38,129
52891,62,12,39,1,10,52
52892,76,46,7,4,19,57
52893,46,18,20,0,8,38
52894,263,18,195,0,50,213
52895,76,26,34,1,15,61
52896,16,4,6,1,5,11
52897,24,19,2,0,3,21
52898,17,10,3,0,4,13
52899,12,6,4,0,2,10
52900,285,161,33,32,59,226
52901,98,34,43,1,20,78
52902,12,1,9,0,2,10
52903,232,79,90,13,50,182
52904,32,15,7,1,9,23
52905,74,28,22,6,18,56
52906,36,15,9,3,9,27
52907,74,27,22,8,17,57
52908,55,28,13,5,9,46
52909,436,310,36,0,90,346
52910,116,46,33,16,21,95
52911,86,63,1,0,22,64
52912,14,5,8,0,1,13
52913,77,33,8,16,20,57
52914,46,18,20,0,8,38
52915,35,8,18,0,9,26
52916,46,24,17,0,5,41
52917,70,18,28,10,14,56
52918,46,18,20,0,8,38
52919,101,25,52,3,21,80
52920,23,13,9,0,1,22
52921,6,6,0,0,0,6
52922,161,79,23,26,33,128
52923,81,20,36,4,21,60
52924,32,8,12,2,10,22
52925,215,107,36,34,38,177
52926,89,51,20,3,15,74
52927,84,49,17,1,17,67
52928,85,39,29,1,16,69
52929,503,256,92,51,104,399
52930,212,71,100,4,37,175
52931,3,2,1,0,0,3
52932,74,31,26,0,17,57
52933,55,2,28,18,7,48
52934,17,8,5,1,3,14
52935,27,8,11,2,6,21
52936,12,9,1,0,2,10
52937,48,31,10,0,7,41
52938,29,12,9,0,8,21
52939,50,32,9,1,8,42
52940,77,50,15,0,12,65
52941,43,10,22,4,7,36
52942,42,8,26,0,8,34
52943,23,13,6,0,4,19
52944,66,10,41,0,15,51
52945,4,0,4,0,0,4
52946,406,213,112,0,81,325
52947,29,17,7,0,5,24
52948,125,45,38,16,26,99
52949,128,37,65,0,26,102
52950,31,22,1,0,8,23
52951,59,19,22,3,15,44
52952,42,7,15,10,10,32
52953,35,23,5,1,6,29
52954,2,0,0,0,2,0
52955,33,12,18,0,3,30
52956,263,174,21,3,65,198
52957,7,6,0,0,1,6
52958,56,23,24,0,9,47
52959,58,33,17,0,8,50
52960,186,136,6,4,40,146
52961,72,17,42,1,12,60
52962,87,43,25,2,17,70
52963,55,22,22,0,11,44
52964,123,51,30,19,23,100
52965,115,79,16,9,11,104
52966,35,12,18,0,5,30
52967,46,18,20,0,8,38
52968,228,123,35,26,44,184
52969,343,144,124,6,69,274
52970,22,9,10,1,2,20
52971,52,24,12,1,15,37
52972,195,47,24,88,36,159
52973,147,42,38,37,30,117
52974,139,50,5,61,23,116
52975,89,56,16,2,15,74
52976,102,69,7,5,21,81
52977,166,120,16,2,28,138
52978,234,121,66,0,47,187
52979,88,61,5,9,13,75
52980,123,61,28,13,21,102
52981,78,25,41,1,11,67
52982,74,24,26,1,23,51
52983,132,72,23,4,33,99
52984,76,40,16,8,12,64
52985,91,44,34,0,13,78
52986,16,1,10,0,5,11
52987,73,49,7,1,16,57
52988,16,2,13,0,1,15
52989,25,9,12,0,4,21
52990,672,391,152,17,112,560
52991,29,19,6,1,3,26
52992,125,42,31,28,24,101
52993,439,217,104,30,88,351
52994,20,4,11,0,5,15
52995,51,40,1,0,10,41
52996,38,16,6,7,9,29
52997,283,78,106,37,62,221
52998,52,11,21,7,13,39
52999,91,31,5,42,13,78
53000,96,59,12,2,23,73
53001,39,14,14,4,7,32
53002,180,82,59,4,35,145
53003,32,21,9,0,2,30
53004,102,43,42,4,13,89
53005,73,63,2,0,8,65
53006,13,4,5,0,4,9
53007,2,0,1,0,1,1
53008,88,22,47,3,16,72
53009,156,65,46,10,35,121
53010,366,164,126,6,70,296
53011,39,22,12,0,5,34
53012,44,8,28,1,7,37
53013,120,56,25,16,23,97
53014,117,36,44,5,32,85
53015,102,58,17,4,23,79
53016,200,55,47,60,38,162
53017,106,58,34,6,8,98
53018,73,18,37,3,15,58
53019,44,7,25,4,8,36
53020,69,34,25,0,10,59
53021,79,29,30,3,17,62
53022,16,5,9,0,2,14
53023,102,55,12,16,19,83
53024,32,21,9,0,2,30
53025,45,0,32,0,13,32
53026,41,29,0,0,12,29
53027,84,50,19,3,12,72
53028,127,63,15,18,31,96
53029,47,22,14,0,11,36
53030,62,21,26,1,14,48
53031,33,20,6,0,7,26
53032,55,33,10,0,12,43
53033,3,2,0,0,1,2
53034,302,82,142,6,72,230
53035,139,47,54,8,30,109
53036,45,21,10,3,11,34
53037,109,44,47,3,15,94
53038,104,38,35,6,25,79
53039,135,46,42,22,25,110
53040,138,84,26,0,28,110
53041,211,160,7,3,41,170
53042,40,9,19,0,12,28
53043,41,6,24,0,11,30
53044,64,32,13,4,15,49
53045,37,7,18,3,9,28
53046,474,217,156,13,88,386
53047,91,61,11,11,8,83
53048,60,14,24,14,8,52
53049,333,143,115,6,69,264
53050,29,19,6,1,3,26
53051,262,195,15,0,52,210
53052,46,18,20,0,8,38
53053,26,10,6,0,10,16
53054,50,13,20,5,12,38
53055,52,42,0,1,9,43
53056,139,58,45,8,28,111
53057,73,21,38,0,14,59
53058,278,175,40,0,63,215
53059,86,53,17,4,12,74
53060,46,18,20,0,8,38
53061,160,112,22,0,26,134
53062,51,32,1,4,14,37
53063,17,8,6,0,3,14
53064,46,18,20,0,8,38
53065,168,85,40,0,43,125
53066,218,147,30,0,41,177
53067,64,42,9,1,12,52
53068,75,49,11,1,14,61
53069,69,42,8,3,16,53
53070,233,177,10,0,46,187
53071,39,17,15,0,7,32
53072,41,26,10,0,5,36
53073,56,25,18,1,12,44
53074,8,0,4,1,3,5
53075,53,19,24,2,8,45
53076,519,280,116,13,110,409
53077,414,197,128,13,76,338
53078,62,37,14,1,10,52
53079,49,19,24,0,6,43
53080,162,72,53,7,30,132
53081,172,69,38,23,42,130
53082,221,74,82,15,50,171
53083,13,4,8,0,1,12
53084,46,26,8,0,12,34
53085,41,15,13,5,8,33
53086,94,49,21,5,19,75
53087,80,63,4,1,12,68
53088,115,75,14,3,23,92
53089,42,24,10,0,8,34
53090,6,1,4,0,1,5
53091,38,9,19,0,10,28
53092,43,12,20,0,11,32
53093,26,9,12,1,4,22
53094,14,6,5,1,2,12
53095,67,16,37,2,12,55
53096,193,49,21,93,30,163
53097,58,13,24,8,13,45
53098,19,8,7,0,4,15
53099,61,27,21,1,12,49
53100,134,101,11,1,21,113
53101,68,5,44,1,18,50
53102,32,21,9,0,2,30
53103,36,17,12,0,7,29
53104,339,179,87,18,55,284
53105,12,0,10,0,2,10
53106,296,175,54,0,67,229
53107,190,57,94,2,37,153
53108,83,23,45,2,13,70
53109,31,11,14,0,6,25
53110,9,4,4,0,1,8
53111,40,19,11,1,9,31
53112,8,2,0,4,2,6
53113,154,64,45,10,35,119
53114,64,35,19,0,10,54
53115,176,91,46,0,39,137
53116,72,50,2,2,18,54
53117,82,55,13,0,14,68
53118,369,187,98,19,65,304
53119,268,181,20,4,63,205
53120,106,61,23,7,15,91
53121,58,30,14,1,13,45
53122,27,15,8,0,4,23
53123,43,2,34,0,7,36
53124,103,50,31,2,20,83
53125,38,21,12,0,5,33
53126,38,27,6,0,5,33
53127,95,55,28,8,4,91
53128,137,39,68,1,29,108
53129,32,11,3,14,4,28
53130,141,75,13,23,30,111
53131,45,10,15,8,12,33
53132,46,18,20,0,8,38
53133,50,21,20,0,9,41
53134,86,29,22,11,24,62
53135,344,190,72,13,69,275
53136,79,53,11,0,15,64
53137,61,15,28,4,14,47
53138,122,89,5,2,26,96
53139,26,9,12,1,4,22
53140,84,18,37,0,29,55
53141,101,33,36,14,18,83
53142,12,0,11,0,1,11
53143,246,134,71,0,41,205
53144,133,50,49,12,22,111
53145,46,18,20,0,8,38
53146,139,46,44,22,27,112
53147,178,101,32,0,45,133
53148,58,28,15,0,15,43
53149,55,35,12,4,4,51
53150,505,365,32,1,107,398
53151,41,24,8,0,9,32
53152,46,8,30,0,8,38
53153,40,23,12,2,3,37
53154,52,41,1,0,10,42
53155,42,29,6,1,6,36
53156,288,195,69,3,21,267
53157,12,7,4,0,1,11
