,0
56155,kkkt _ konde and dwe
56170,dwe
56181,dwe
56200,dwe
56202,dwe
56203,tcrs
56277,government
56279,dwe
56296,dwe
56313,dwe
56314,dwe
56334,idara ya maji
56368,idara ya maji
56387,dwe
56404,idara ya maji
56412,dwe
56429,dwe
56446,dwe
56456,tcrs
56489,dwe
56543,dwe
56545,dwe
56550,dwe
56583,dwe
56584,dwe
56585,dwe
56587,dwe
56593,kkkt _ konde and dwe
56612,dwe
56623,dwe
56625,dwe
56639,twesa
56651,dwe
56684,idara ya maji
56697,dwe
56713,dwe
56720,dwe
56732,tcrs
56745,tcrs
56751,dwe
56757,dwe
56768,kkkt _ konde and dwe
56772,dwe
56823,tcrs
56830,tcrs
56840,kkkt _ konde and dwe
56848,dwe
56864,kkkt _ konde and dwe
56868,dwe
56884,idara ya maji
56898,dwe
56911,dwe
56916,tcrs
56922,dwe
56944,tcrs
56947,dwe
56958,kkkt _ konde and dwe
56989,dwe
56992,dwe
57007,idara ya maji
57052,dwe
57055,dwe
57065,dwe
57085,government
57092,tcrs
57098,dwe
57111,dwe
57120,dwe
57128,dwe
57132,dwe
57140,idara ya maji
57188,rundu man
57217,dwe
57233,0
57243,kkkt _ konde and dwe
57253,idara ya maji
57265,kkkt
57268,dwe
57274,dwe
57300,dwe
57313,dwe
57353,dwe
57358,lga
57366,dwe
57375,dwe
57382,dwe
57390,0
57427,dwe
57462,runduman
57480,dwe
57525,kkkt
57551,dwe
57624,dwe
57629,dwe
57643,kkkt _ konde and dwe
57645,dwe
57659,wananchi
57674,dwe
57679,tcrs
57695,kkkt _ konde and dwe
57699,tcrs
57730,dwe
57762,wananchi
57786,idara ya maji
57846,tcrs
57872,dwe
57877,idara ya maji
57883,kkkt _ konde and dwe
57886,kkkt _ konde and dwe
57891,dwe
57897,kkkt _ konde and dwe
57907,dwe
57919,grumeti
57933,idara ya maji
57955,idara ya maji
57981,dwe
57990,rundu man
58012,dwe
58013,dwe
58073,rundu man
58097,dwe
58113,dwe
58123,idara ya maji
58128,rundu man
58164,idara ya maji
58176,dwe
58184,tcrs
58229,wedeco
58244,dwe
58252,idara ya maji
58293,dwe
58298,tcrs
58307,dwe
58309,dwe
58328,dwe
58340,kkkt _ konde and dwe
58352,runduman
58400,dwe
58421,tcrs
58425,dwe
58429,dwe
58451,dwe
58501,dwe
58511,dwe
58560,idara ya maji
58586,idara ya maji
58603,idara ya maji
58613,dwe
58616,dwe
58645,dwe
58686,government
58689,dwe
58695,dwe
58742,dwe
58774,dwe
58784,dwe
58841,dwe
58880,runduman
58908,idara ya maji
58925,idara ya maji
58939,dwe
58955,dwe
58973,dwe
58980,idara ya maji
58989,wananchi
59043,tcrs
59044,dwe
59061,dwe
59077,rundu man
59081,dwe
59102,idara ya maji
59109,tcrs
59115,kkkt _ konde and dwe
59144,dwe
59163,idara ya maji
59181,tcrs
59188,kkkt _ konde and dwe
59190,dwe
59231,livi
59260,dwe
59282,dwe
59339,dwe
59344,oikos e .africa
59357,tcrs
59366,rundu man
59370,dwe
59376,tcrs
59397,dwe
59402,rundu man
59415,dwe
59421,idara ya maji
59447,dwe
59459,tcrs
59498,dwe
59502,dwe
59508,kkkt _ konde and dwe
59511,idara ya maji
59554,idara ya maji
59565,dwe
59634,idara ya maji
59641,dwe
59650,dwe
59652,dwe
59669,dwe
59674,dwe
59715,kkkt _ konde and dwe
59717,dwe
59746,rundu man
59747,dwe
59754,dwe
59761,dwe
59766,tcrs
59771,dwe
59790,wananchi
59807,idara ya maji
59854,dwe
59902,dwe
59934,dwe
59941,dwe
59983,idara ya maji
60001,tcrs
60005,dwe
60021,rundu man
60027,kkkt
60039,dwe
60073,idara ya maji
60076,idara ya maji
60078,dwe
60130,dwe
60161,tcrs
60191,dwe
60193,kkkt _ konde and dwe
60233,dwe
60254,tcrs
60276,dwe
60277,dwe
60280,tcrs
60305,dwe
60328,dwe
60335,dwe
60362,runduman
60369,mission
60376,dwe
60382,dwe
60384,tcrs
60399,dwe
60423,dwe
60426,dwe
60435,idara ya maji
60460,dwe
60497,government
60586,idara ya maji
60589,dwe
60595,dwe
60599,dwe
60625,dwe
60643,dwe
60671,dwe
60676,tcrs
60680,dwe
60696,idara ya maji
60702,dwe
60704,dwe
60734,idara ya maji
60746,rundu man
60760,dwe
60801,rundu man
60805,dwe
60835,dwe
60840,rundu man
60927,tcrs
60931,dwe
60941,dwe
60976,dwe
60985,tcrs
61008,kkkt
61079,dwe
61092,dwe
61125,dwe
61133,dwe
61135,dwe
61140,dwe
61142,dwe
61161,world vision
61173,dwe
61185,dwe
61186,dwe
61197,dwe
61204,idara ya maji
61207,dwe
61217,dwe
61247,dwe
61272,dwe
61277,dwe
61300,dwe
61313,tcrs
61327,dwe
61373,dwe
61384,dwe
61401,kkkt
61415,tcrs
61423,dwe
61441,dwe
61453,rundu man
61485,dwe
61521,dwe
61527,government
61536,dwe
61559,idara ya maji
61581,government
61624,dwe
61649,dwe
61675,dwe
61709,world vision
61725,kkkt _ konde and dwe
61744,kkkt _ konde and dwe
61769,dwe
61786,tcrs
61789,dwe
61790,rundu man
61822,dwe
61825,dwe
61840,dwe
61844,sengerema water department
61849,dwe
61857,dwe
61878,dwe
61906,villagers
61915,dwe
61921,idara ya maji
61944,rundu man
61962,dwe
61964,dwe
61970,rundu man
61978,dwe
61981,dwe
62017,dwe
62037,dwe
62041,dwe
62048,dwe
62078,idara ya maji
62079,dwe
62112,dwe
62120,dwe
62136,dwe
62180,government
62187,dwe
62192,dwe
62237,government
62247,hesawa
62249,dwe
62270,dwe
62272,tcrs
62280,tcrs
62292,mombia
62330,dwe
62334,dwe
62337,dwe
62341,dwe
62346,dwe
62374,dwe
62389,dwe
62393,dwe
62398,dwe
62399,mission
62400,dwe
62424,dwe
62434,dwe
62455,dwe
62459,wananchi
62465,dwe
62488,kkkt _ konde and dwe
62492,dwe
62499,government
62510,dwe
62512,dwe
62531,dwe
62556,tcrs
62567,dwe
62573,rundu man
62575,dwe
62585,runduman
62618,wizara ya maji
62623,dwe
62624,oxfam
62664,dwe
62678,dwe
62737,tcrs
62795,dwe
62831,dwe
62846,dwe
62920,dwe
62922,dwe
62924,dwe
62969,tcrs
62985,dwe
63003,idara ya maji
63011,dwe
63033,tcrs
63041,idara ya maji
63042,tcrs
63073,dwe
63086,idara ya maji
63112,idara ya maji
63113,idara ya maji
63154,tcrs
63167,kkkt _ konde and dwe
63171,dwe
63205,dwe
63217,dwe
63246,kanamama
63254,dwe
63267,dwe
63290,dwe
63346,dwe
63352,dwe
63367,rwe
63374,rundu man
63388,dwe
63399,kkkt
63400,dwe
63416,kkkt _ konde and dwe
63443,dwe
63451,dwe
63478,rundu man
63479,ki
63545,dwe
63547,dwe
63579,tcrs
63585,dwe
63589,dwe
63624,hesawa
63639,dwe
63662,dwe
63695,rwe /community
63703,dwe
63727,idara ya maji
63733,mombia
63846,idara ya maji
63851,idara ya maji
63866,tcrs
63918,idara ya maji
63941,kuwait
63953,water aid
63954,dwe
63963,dwe
63991,dwe
64007,dwe
64011,dwe
64025,dwe
64053,dwe
64062,dwe
64073,idara ya maji
64104,government
64130,dwe
64133,dwe
64158,dwe
64159,dwe
64178,dwe
64203,tcrs
64211,rundu man
64218,central government
64248,idara ya maji
64306,dwe
64324,dwe
64335,dwe
64349,dwe
64379,rundu man
64384,idara ya maji
64433,dwe
64443,dwe
64451,wananchi
64487,idara ya maji
64516,dwe
64530,idara ya maji
64541,dwe
64590,dwe
64592,dwe
64597,dwe
64610,dwe
64662,world vision
64686,kkkt _ konde and dwe
64726,dwe
64748,dwe
64768,dwe
64789,dwe
64800,dwe
64811,dwe
64812,runduman
64819,dwe
64826,dwe
64829,dwe
64865,dwe
64883,dwe
64893,dwe
64901,tcrs
64903,dwe
64909,central government
64916,government
64922,dwe
64931,dwe
64935,dwe
64946,idara ya maji
64961,runduman
64965,dwe
64978,idara ya maji
64983,dwe
65017,idara ya maji
65032,dwe
65033,idara ya maji
65050,dwe
65087,dwe
65095,shipo
65108,dwe
65123,tcrs
65132,tcrs
65137,dwe
65164,dwe
65170,dwe
65180,tcrs
65186,dwe
65188,wananchi
65214,dwe
65221,dwe
65240,dwe
65248,tcrs
65255,wananchi
65272,dwe
65278,dwe
65292,dwe
65296,idara ya maji
65338,dwe
65347,dwe
65350,world vision
65357,kkkt _ konde and dwe
65398,dwe
65440,dwe
65445,dwe
65485,kkkt _ konde and dwe
65517,dwe
65528,idara ya maji
65546,wanjoda
65567,tcrs
65569,dwe
65571,kkkt _ konde and dwe
65572,wananchi
65574,dwe
65578,dwe
65604,dwe
65654,dwe
65658,kuwait
65685,dwe
65708,hesawa
65713,dwe
65746,dwe
65766,dwe
65782,dwe
65817,dwe
65819,dwe
65848,tcrs
65876,dwe
65903,tcrs
65904,dwe
65905,kkkt _ konde and dwe
65923,dwe
65944,dwe
65950,rundu man
65982,dwe
65986,dwe
66002,tcrs
66039,dwe
66056,dwe
66105,tcrs
66124,dwe
66143,kkkt _ konde and dwe
66187,dwe
66191,dwe
66211,dwe
66232,idara ya maji
66275,dwe
66339,dwe
66369,dwe
66372,idara ya maji
66393,wananchi
66424,dwe
66440,dwe
66479,dwe
66481,dwe
66540,kkkt _ konde and dwe
66582,dwe
66591,idara ya maji
66608,rundu man
66617,government
66626,idara ya maji
66640,dwe
66650,danida
66663,dwe
66727,dwe
66795,dwe
66797,dwe
66832,dwe
66855,idara ya maji
66858,dwe
66865,idara ya maji
66879,dwe
66883,idara ya maji
66917,dwe
66925,dwe
66954,dwe
66959,dwe
66973,tcrs
66983,dwe
66994,dwe
66995,dwe
67021,dwe
67046,dwe
67049,dwe
67062,dwe
67081,dwe
67087,idara ya maji
67095,dwe
67100,tcrs
67102,tcrs
67178,dwe
67183,dwe
67193,dwe
67221,dwe
67232,dwe
67262,kkkt
67289,dwe
67305,dwe
67317,tcrs
67326,dwe
67342,dwe
67348,dwe
67350,dwe
67373,dwe
67390,dwe
67407,dwe
67450,idara ya maji
67451,dwe
67480,dwe
67496,kkkt _ konde and dwe
67513,idara ya maji
67553,dwe
67560,dwe
67580,dwe
67582,dwe
67608,dwe
67613,dwe
67618,dwe
67650,tcrs
67657,dwe
67662,dwe
67663,dwe
67677,dwe
67681,tcrs
67683,dwe
67696,dwe
67707,dwe
67714,dwe
67742,kkkt _ konde and dwe
67753,dwe
67783,idara ya maji
67788,dwe
67789,idara ya maji
67812,dwe
67818,idara ya maji
67835,kkkt _ konde and dwe
67845,dwe
67859,dwe
67935,idara ya maji
67956,dwe
67980,dwe
68039,dwe
68045,dwe
68063,dwe
68072,dwe
68073,dwe
68088,dwe
68094,dwe
68105,dwe
68116,dwe
68125,danida
68149,dwe
68155,rundu man
68175,dwe
68212,dwe
68225,dwe
68226,kkkt _ konde and dwe
68267,tcrs
68268,dwe
68271,tcrs
68274,idara ya maji
68346,dwe
68358,dwe
68378,tcrs
68425,dwe
68435,dwe
68451,dwe
68462,idara ya maji
68474,idara ya maji
68510,dwe
68537,rundu man
68582,dwe
68584,dwe
68599,idara ya maji
68609,kkkt
68613,dwe
68629,dwe
68632,kkkt _ konde and dwe
68635,idara ya maji
68651,dwe
68701,dwe
68756,rundu man
68776,rwssp
68778,dwe
68807,tcrs
68840,rundu man
68860,dwe
68869,kkkt _ konde and dwe
68873,dwe
68880,dwe
68904,dwe
68913,dwe
68931,dwe
68958,dwe
68977,dwe
68999,kkkt _ konde and dwe
69024,rundu man
69033,dwe
69042,tcrs
69087,tcrs
69109,dwe
69145,dwe
69156,idara ya maji
69212,dwe
69240,wananchi
69241,wananchi
69243,dwe
69244,kkkt _ konde and dwe
69246,kim kim construction
69271,dwe
69307,dwe
69315,dwe
69319,dwe
69328,kkkt _ konde and dwe
69329,tcrs
69350,wananchi
69359,dwe
69398,dwe
69422,dwe
69425,dwe
69455,dwe
69456,dwe
69517,dwe
69521,dwe
69610,dwe
69640,dwe
69645,rundu man
69663,wananchi
69667,wananchi
69671,idara ya maji
69686,dwe
69746,district council
69760,tcrs
69770,runduman
69783,dwe
69794,dwe
69804,rundu man
69814,dwe
69835,tcrs
69860,dwe
69865,rwssp
69877,dwe
69880,dwe
69882,dwe
69898,dwe
69906,tcrs
69917,dwe
69921,dwe
69948,dwe
69967,wananchi
69974,dwe
70015,dwe
70018,dwe
70073,dwe
70087,kanamama
70122,dwe
70131,dwe
70158,dwe
70207,world vision
70219,dwe
70241,dwe
70266,idara ya maji
70270,dwe
70288,wanjoda
70295,dwe
70412,dwe
70414,wananchi
70415,tcrs
70464,dwe
70480,rundu man
70493,dwe
70512,dwe
70520,tcrs
70525,dwe
70583,tcrs
70623,tcrs
70641,tcrs
70655,kkkt _ konde and dwe
70673,kkkt _ konde and dwe
70687,government
70688,dwe
70694,tcrs
70715,dwe
70745,runduman
70761,dwe
70766,dwe
70783,tcrs
70812,dwe
70864,tcrs
70876,idara ya maji
70886,kkkt _ konde and dwe
70900,idara ya maji
70911,kkkt _ konde and dwe
70914,dwe
70939,kkkt _ konde and dwe
70953,dwe
70965,dwe
70974,active tank co
71063,dwe
71095,dwe
71119,dwe
71144,dwe
71218,dwe
71232,dwe
71247,dwe
71293,dwe
71323,dwe
71380,dwe
71381,dwe
71383,dwe
71391,wananchi
71421,dwe
71431,dwe
71460,dwe
71464,dwe
71468,rundu man
71478,dwe
71479,tcrs
71485,kkkt
71519,dwe
71569,tcrs
71606,rundu man
71614,dwe
71629,rundu man
71639,dwe
71651,dwe
71652,rundu man
71662,wananchi
71683,government
71699,dwe
71713,dwe
71722,idara ya maji
71724,dwe
71730,dwe
71744,dwe
71770,dwe
71775,dwe
71787,dwe
71800,dwe
71811,government
71815,dwe
71817,dwe
71842,dwe
71863,dwe
71866,dwe
71918,dwe
71938,idara ya maji
71957,dwe
72002,dwe
72008,dwe
72016,dwe
72028,kkkt
72029,kkkt _ konde and dwe
72047,dwe
72051,wananchi
72091,dwe
72118,idara ya maji
72140,dwe
72155,tcrs
72159,dwe
72192,dwe
72202,dwe
72235,dwe
72241,kkkt _ konde and dwe
72262,dwe
72270,dwe
72282,dwe
72310,dwe
72328,dwe
72352,dwe
72357,wizara ya maji
72381,dwe
72399,rundu man
72405,dwe
72407,dwe
72419,hesawa
72473,dwe
72474,idara ya maji
72513,government
72523,dwe
72530,dwe
72532,kkkt
72540,tcrs
72544,kkkt _ konde and dwe
72553,rundu man
72604,dwe
72632,dwe
72637,rundu man
72638,dwe
72641,idara ya maji
72670,dwe
72672,dwe
72704,dwe
72708,tcrs
72790,dwe
72798,dwe
72799,tcrs
72807,dwe
72808,dwe
72835,tcrs
72847,dwe
72906,dwe
72985,dwe
72990,rundu man
73009,dwe
73015,dwe
73091,wananchi
73093,tcrs
73103,dwe
73125,idara ya maji
73129,dwe
73152,dwe
73157,kkkt _ konde and dwe
73164,dwe
73165,tcrs
73197,dwe
73208,dwe
73213,dwe
73215,dwe
73217,idara ya maji
73238,dwe
73239,dwe
73258,dwe
73268,government
73298,rundu man
73312,tcrs
73316,dwe
73321,kkkt _ konde and dwe
73348,dwe
73360,dwe
73433,idara ya maji
73441,dwe
73450,dwe
73462,tcrs
73475,idara ya maji
73481,dwe
73526,kkkt
73540,dwe
73547,dwe
73553,dwe
73557,dwe
73608,dwe
73618,tcrs
73624,dwe
73628,dwe
73641,rundu man
73658,dwe
73661,idara ya maji
73684,dwe
73706,dwe
73755,rundu man
